877310,PDT001103942.1,2021-08-07T19:30:28Z,SAMN20603121,GCA_019478925.1
689110,PDT000468060.2,2019-02-21T05:55:16Z,SAMN10977211,GCA_020316555.1
699263,PDT001104425.1,2021-08-08T05:30:45Z,SAMN20606660,GCA_019470345.1
767693,PDT001103980.1,2021-08-07T19:30:43Z,SAMN20603053,GCA_019478065.1
783208,PDT000555118.1,2019-08-05T05:30:42Z,SAMN12495258,GCA_012342915.1
788305,PDT001103902.1,2021-08-07T19:30:14Z,SAMN20603029,GCA_019479465.1
770072,PDT001103758.1,2021-08-07T16:33:39Z,SAMN20603022,GCA_019482185.1
763026,PDT001104485.1,2021-08-08T05:31:03Z,SAMN20606685,GCA_019471705.1
1274908,PDT001100536.1,2021-08-02T14:46:09Z,SAMN20490286,GCA_019439605.1
776674,PDT001103846.1,2021-08-07T19:29:52Z,SAMN20603191,GCA_019480505.1
777393,PDT000549604.1,2019-07-26T05:31:33Z,SAMN12364514,GCA_012307385.1
784981,PDT001103797.1,2021-08-07T19:29:39Z,SAMN20603192,GCA_019481465.1
660442,PDT001105307.1,2021-08-09T19:59:30Z,SAMN20665890,GCA_019523725.1
658611,PDT001105464.1,2021-08-09T20:00:32Z,SAMN20665898,GCA_019513985.1
1306235,PDT001105434.1,2021-08-09T20:00:20Z,SAMN20665885,GCA_019514385.1
862429,PDT000651388.1,2019-12-29T05:26:53Z,SAMN13696339,GCA_012595125.1
634839,PDT001105404.1,2021-08-09T20:00:06Z,SAMN20665880,GCA_019516185.1
1305549,PDT001105600.1,2021-08-09T20:01:19Z,SAMN20665789,GCA_019511885.1
286781,PDT000155615.2,2016-11-02T23:18:39Z,SAMN05965577,GCA_012575125.1
687640,PDT001105388.1,2021-08-09T19:59:57Z,SAMN20665802,GCA_019491605.1
1293476,PDT001100758.1,2021-08-02T14:47:15Z,SAMN20516167,GCA_019438365.1
1274954,PDT001105106.1,2021-08-09T02:29:13Z,SAMN20490083,GCA_019462035.1
615497,PDT001105611.1,2021-08-09T20:01:23Z,SAMN20665683,GCA_019511785.1
624514,PDT001105620.1,2021-08-09T20:01:26Z,SAMN20665814,GCA_019511545.1
623451,PDT001105796.1,2021-08-09T20:02:25Z,SAMN20665844,GCA_019507925.1
905471,PDT000854812.1,2020-10-05T05:29:21Z,SAMN16364017,GCA_015135645.1
686655,PDT001105443.1,2021-08-09T20:00:24Z,SAMN20665786,GCA_019514185.1
488720,PDT001107108.1,2021-08-11T05:22:39Z,SAMN20698431,GCA_019552415.1
518077,PDT000344861.1,2018-07-12T05:58:53Z,SAMN09637292,GCA_014375945.1
520578,PDT001107232.1,2021-08-11T05:23:12Z,SAMN20698880,GCA_019547935.1
735880,PDT001104445.1,2021-08-08T05:30:52Z,SAMN20606642,GCA_019470225.1
526141,PDT001107213.1,2021-08-11T05:23:07Z,SAMN20700327,GCA_019548895.1
686660,PDT001104477.1,2021-08-08T05:31:00Z,SAMN20606650,GCA_019471505.1
459871,PDT001107095.1,2021-08-11T05:22:36Z,SAMN20698570,GCA_019555135.1
584631,PDT001107226.1,2021-08-11T05:23:10Z,SAMN20698882,GCA_019547875.1
493475,PDT001107028.1,2021-08-11T05:22:18Z,SAMN20698415,GCA_019548625.1
274238,PDT000157944.2,2016-11-09T05:19:24Z,SAMN06006435,GCA_012557225.1
